no,tanggal,musim,tahun,bulan,jam,hari_libur,hari,hari_kerja,cuaca,suhu,suhu_subjek,kelembapan,kecepatan_angin,kasual,terdaftar,total
10253,2012-03-08,Semi,2012,Maret,06:00,0,Kamis,1,Cerah,17,21,77,17,4,105,109
10254,2012-03-08,Semi,2012,Maret,07:00,0,Kamis,1,Cerah,17,21,77,24,8,326,334
10255,2012-03-08,Semi,2012,Maret,08:00,0,Kamis,1,Cerah,18,22,77,26,12,573,585
10256,2012-03-08,Semi,2012,Maret,09:00,0,Kamis,1,Cerah,19,23,72,31,19,282,301
10257,2012-03-08,Semi,2012,Maret,10:00,0,Kamis,1,Cerah,20,24,68,31,19,119,138
10258,2012-03-08,Semi,2012,Maret,11:00,0,Kamis,1,Berkabut,22,26,60,31,48,156,204
10259,2012-03-08,Semi,2012,Maret,12:00,0,Kamis,1,Berkabut,23,27,60,30,27,224,251
10260,2012-03-08,Semi,2012,Maret,13:00,0,Kamis,1,Berkabut,25,31,49,43,35,198,233
10261,2012-03-08,Semi,2012,Maret,14:00,0,Kamis,1,Berkabut,25,31,43,43,48,155,203
10262,2012-03-08,Semi,2012,Maret,15:00,0,Kamis,1,Cerah,26,31,38,46,24,161,185
10263,2012-03-08,Semi,2012,Maret,16:00,0,Kamis,1,Berkabut,25,31,41,43,37,305,342
10264,2012-03-08,Semi,2012,Maret,17:00,0,Kamis,1,Cerah,25,31,38,44,52,545,597
10265,2012-03-08,Semi,2012,Maret,18:00,0,Kamis,1,Berkabut,25,31,38,37,45,545,590
10266,2012-03-08,Semi,2012,Maret,19:00,0,Kamis,1,Berkabut,25,31,40,30,21,395,416
10267,2012-03-08,Semi,2012,Maret,20:00,0,Kamis,1,Berkabut,25,31,43,26,20,282,302
10268,2012-03-08,Semi,2012,Maret,21:00,0,Kamis,1,Cerah,25,31,43,26,27,206,233
10269,2012-03-08,Semi,2012,Maret,22:00,0,Kamis,1,Cerah,23,27,49,22,12,141,153
10270,2012-03-08,Semi,2012,Maret,23:00,0,Kamis,1,Berkabut,23,27,49,30,6,88,94
10271,2012-03-09,Semi,2012,Maret,00:00,0,Jumat,1,Berkabut,24,27,49,31,3,51,54
10272,2012-03-09,Semi,2012,Maret,01:00,0,Jumat,1,Hujan/Salju Ringan,23,27,52,33,4,22,26
10273,2012-03-09,Semi,2012,Maret,02:00,0,Jumat,1,Hujan/Salju Ringan,20,23,77,28,2,9,11
10274,2012-03-09,Semi,2012,Maret,03:00,0,Jumat,1,Cerah,19,23,77,35,0,7,7
10275,2012-03-09,Semi,2012,Maret,04:00,0,Jumat,1,Hujan/Salju Ringan,16,20,66,19,0,1,1
10276,2012-03-09,Semi,2012,Maret,05:00,0,Jumat,1,Hujan/Salju Ringan,16,20,66,19,2,27,29
10277,2012-03-09,Semi,2012,Maret,06:00,0,Jumat,1,Berkabut,16,20,50,24,2,83,85
10278,2012-03-09,Semi,2012,Maret,07:00,0,Jumat,1,Berkabut,16,20,40,20,6,262,268
10279,2012-03-09,Semi,2012,Maret,08:00,0,Jumat,1,Berkabut,14,14,42,35,17,484,501
10280,2012-03-09,Semi,2012,Maret,09:00,0,Jumat,1,Berkabut,14,14,42,35,17,267,284
10281,2012-03-09,Semi,2012,Maret,10:00,0,Jumat,1,Berkabut,14,14,36,33,14,145,159
10282,2012-03-09,Semi,2012,Maret,11:00,0,Jumat,1,Berkabut,15,17,34,24,17,170,187
10283,2012-03-09,Semi,2012,Maret,12:00,0,Jumat,1,Cerah,15,17,34,28,27,174,201
10284,2012-03-09,Semi,2012,Maret,13:00,0,Jumat,1,Berkabut,16,20,29,26,49,175,224
10285,2012-03-09,Semi,2012,Maret,14:00,0,Jumat,1,Cerah,17,21,28,31,49,129,178
10286,2012-03-09,Semi,2012,Maret,15:00,0,Jumat,1,Cerah,19,23,24,17,50,188,238
10287,2012-03-09,Semi,2012,Maret,16:00,0,Jumat,1,Cerah,20,23,23,28,51,292,343
10288,2012-03-09,Semi,2012,Maret,17:00,0,Jumat,1,Cerah,19,23,24,26,68,498,566
10289,2012-03-09,Semi,2012,Maret,18:00,0,Jumat,1,Cerah,18,22,26,35,30,440,470
10290,2012-03-09,Semi,2012,Maret,19:00,0,Jumat,1,Cerah,17,21,28,41,12,232,244
10291,2012-03-09,Semi,2012,Maret,20:00,0,Jumat,1,Cerah,16,20,32,24,3,156,159
10292,2012-03-09,Semi,2012,Maret,21:00,0,Jumat,1,Cerah,15,17,34,22,8,133,141
10293,2012-03-09,Semi,2012,Maret,22:00,0,Jumat,1,Cerah,14,14,31,33,7,100,107
10294,2012-03-09,Semi,2012,Maret,23:00,0,Jumat,1,Cerah,13,15,33,20,9,77,86
10295,2012-03-10,Semi,2012,Maret,00:00,0,Sabtu,0,Cerah,12,14,36,24,9,68,77
10296,2012-03-10,Semi,2012,Maret,01:00,0,Sabtu,0,Cerah,12,14,36,17,1,50,51
10297,2012-03-10,Semi,2012,Maret,02:00,0,Sabtu,0,Cerah,11,12,41,17,12,30,42
10298,2012-03-10,Semi,2012,Maret,03:00,0,Sabtu,0,Cerah,11,11,41,20,0,16,16
10299,2012-03-10,Semi,2012,Maret,04:00,0,Sabtu,0,Cerah,10,11,41,24,1,3,4
10300,2012-03-10,Semi,2012,Maret,05:00,0,Sabtu,0,Cerah,9,11,42,19,3,7,10
10301,2012-03-10,Semi,2012,Maret,06:00,0,Sabtu,0,Cerah,9,11,44,19,1,11,12
10302,2012-03-10,Semi,2012,Maret,07:00,0,Sabtu,0,Cerah,9,11,44,17,4,36,40
10303,2012-03-10,Semi,2012,Maret,08:00,0,Sabtu,0,Cerah,9,11,44,20,15,96,111
10304,2012-03-10,Semi,2012,Maret,09:00,0,Sabtu,0,Cerah,10,11,41,22,21,127,148
10305,2012-03-10,Semi,2012,Maret,10:00,0,Sabtu,0,Cerah,11,11,35,28,47,176,223
10306,2012-03-10,Semi,2012,Maret,11:00,0,Sabtu,0,Cerah,12,14,33,22,56,218,274
10307,2012-03-10,Semi,2012,Maret,12:00,0,Sabtu,0,Cerah,12,14,33,22,88,241,329
10308,2012-03-10,Semi,2012,Maret,13:00,0,Sabtu,0,Cerah,13,15,29,19,89,268,357
10309,2012-03-10,Semi,2012,Maret,14:00,0,Sabtu,0,Cerah,14,16,27,19,117,262,379
10310,2012-03-10,Semi,2012,Maret,15:00,0,Sabtu,0,Cerah,14,18,25,0,132,274,406
10311,2012-03-10,Semi,2012,Maret,16:00,0,Sabtu,0,Cerah,15,18,23,0,115,275,390
10312,2012-03-10,Semi,2012,Maret,17:00,0,Sabtu,0,Cerah,15,19,23,0,104,250,354
10313,2012-03-10,Semi,2012,Maret,18:00,0,Sabtu,0,Cerah,15,18,21,6,67,230,297
10314,2012-03-10,Semi,2012,Maret,19:00,0,Sabtu,0,Cerah,14,18,25,0,25,159,184
10315,2012-03-10,Semi,2012,Maret,20:00,0,Sabtu,0,Cerah,13,17,33,9,20,101,121
10316,2012-03-10,Semi,2012,Maret,21:00,0,Sabtu,0,Cerah,12,14,39,15,16,94,110
10317,2012-03-10,Semi,2012,Maret,22:00,0,Sabtu,0,Cerah,11,13,44,11,19,81,100
10318,2012-03-10,Semi,2012,Maret,23:00,0,Sabtu,0,Cerah,11,13,41,13,6,77,83
10319,2012-03-11,Semi,2012,Maret,00:00,0,Minggu,0,Cerah,11,14,44,6,7,62,69
10320,2012-03-11,Semi,2012,Maret,01:00,0,Minggu,0,Cerah,10,12,52,11,4,57,61
10321,2012-03-11,Semi,2012,Maret,03:00,0,Minggu,0,Cerah,10,12,60,9,15,51,66
10322,2012-03-11,Semi,2012,Maret,04:00,0,Minggu,0,Cerah,10,12,60,9,7,15,22
10323,2012-03-11,Semi,2012,Maret,05:00,0,Minggu,0,Cerah,10,12,60,11,2,5,7
10324,2012-03-11,Semi,2012,Maret,06:00,0,Minggu,0,Cerah,10,12,70,11,2,8,10
10325,2012-03-11,Semi,2012,Maret,07:00,0,Minggu,0,Cerah,9,11,69,9,2,15,17
10326,2012-03-11,Semi,2012,Maret,08:00,0,Minggu,0,Cerah,9,11,69,9,4,68,72
10327,2012-03-11,Semi,2012,Maret,09:00,0,Minggu,0,Cerah,11,13,60,15,20,70,90
10328,2012-03-11,Semi,2012,Maret,10:00,0,Minggu,0,Cerah,13,15,49,19,71,147,218
10329,2012-03-11,Semi,2012,Maret,11:00,0,Minggu,0,Cerah,15,17,43,19,90,209,299
10330,2012-03-11,Semi,2012,Maret,12:00,0,Minggu,0,Cerah,16,20,37,20,146,264,410
10331,2012-03-11,Semi,2012,Maret,13:00,0,Minggu,0,Cerah,17,21,41,20,176,288,464
10332,2012-03-11,Semi,2012,Maret,14:00,0,Minggu,0,Cerah,19,23,31,19,212,289,501
10333,2012-03-11,Semi,2012,Maret,15:00,0,Minggu,0,Cerah,20,24,29,20,201,286,487
10334,2012-03-11,Semi,2012,Maret,16:00,0,Minggu,0,Cerah,20,24,31,24,208,301,509
10335,2012-03-11,Semi,2012,Maret,17:00,0,Minggu,0,Cerah,21,25,27,20,199,299,498
10336,2012-03-11,Semi,2012,Maret,18:00,0,Minggu,0,Cerah,21,25,29,19,133,256,389
10337,2012-03-11,Semi,2012,Maret,19:00,0,Minggu,0,Cerah,20,24,31,19,55,203,258
10338,2012-03-11,Semi,2012,Maret,20:00,0,Minggu,0,Cerah,18,22,47,15,42,129,171
10339,2012-03-11,Semi,2012,Maret,21:00,0,Minggu,0,Cerah,17,21,54,15,37,110,147
10340,2012-03-11,Semi,2012,Maret,22:00,0,Minggu,0,Cerah,16,20,54,13,13,81,94
10341,2012-03-11,Semi,2012,Maret,23:00,0,Minggu,0,Cerah,16,20,50,11,12,40,52
10342,2012-03-12,Semi,2012,Maret,00:00,0,Senin,1,Cerah,16,20,54,13,4,20,24
10343,2012-03-12,Semi,2012,Maret,01:00,0,Senin,1,Cerah,16,20,50,9,1,9,10
10344,2012-03-12,Semi,2012,Maret,02:00,0,Senin,1,Cerah,16,20,54,7,4,5,9
10345,2012-03-12,Semi,2012,Maret,03:00,0,Senin,1,Cerah,15,17,50,9,0,2,2
10346,2012-03-12,Semi,2012,Maret,04:00,0,Senin,1,Cerah,14,17,61,13,0,3,3
10347,2012-03-12,Semi,2012,Maret,05:00,0,Senin,1,Cerah,14,17,61,13,1,15,16
10348,2012-03-12,Semi,2012,Maret,06:00,0,Senin,1,Cerah,14,17,57,7,2,86,88
10349,2012-03-12,Semi,2012,Maret,07:00,0,Senin,1,Cerah,14,17,53,7,9,259,268
10350,2012-03-12,Semi,2012,Maret,08:00,0,Senin,1,Cerah,14,17,61,9,17,547,564
10351,2012-03-12,Semi,2012,Maret,09:00,0,Senin,1,Cerah,16,20,54,11,21,260,281
10352,2012-03-12,Semi,2012,Maret,10:00,0,Senin,1,Cerah,16,20,50,15,39,98,137
10353,2012-03-12,Semi,2012,Maret,11:00,0,Senin,1,Cerah,18,22,44,15,39,111,150
10354,2012-03-12,Semi,2012,Maret,12:00,0,Senin,1,Cerah,20,23,39,15,59,162,221
10355,2012-03-12,Semi,2012,Maret,13:00,0,Senin,1,Berkabut,22,26,32,17,74,176,250
10356,2012-03-12,Semi,2012,Maret,14:00,0,Senin,1,Berkabut,24,27,32,19,76,145,221
10357,2012-03-12,Semi,2012,Maret,15:00,0,Senin,1,Cerah,23,27,40,9,74,159,233
10358,2012-03-12,Semi,2012,Maret,16:00,0,Senin,1,Cerah,25,31,35,30,77,255,332
10359,2012-03-12,Semi,2012,Maret,17:00,0,Senin,1,Berkabut,25,31,38,28,87,557,644
10360,2012-03-12,Semi,2012,Maret,18:00,0,Senin,1,Berkabut,25,31,43,13,89,623,712
10361,2012-03-12,Semi,2012,Maret,19:00,0,Senin,1,Berkabut,23,27,49,15,67,379,446
10362,2012-03-12,Semi,2012,Maret,20:00,0,Senin,1,Berkabut,23,27,49,15,49,237,286
10363,2012-03-12,Semi,2012,Maret,21:00,0,Senin,1,Berkabut,22,26,56,15,22,183,205
10364,2012-03-12,Semi,2012,Maret,22:00,0,Senin,1,Berkabut,23,27,56,15,17,116,133
10365,2012-03-12,Semi,2012,Maret,23:00,0,Senin,1,Cerah,23,27,56,15,10,53,63
10366,2012-03-13,Semi,2012,Maret,00:00,0,Selasa,1,Berkabut,23,27,52,13,5,21,26
10367,2012-03-13,Semi,2012,Maret,01:00,0,Selasa,1,Berkabut,21,25,59,15,2,14,16
10368,2012-03-13,Semi,2012,Maret,02:00,0,Selasa,1,Hujan/Salju Ringan,21,25,72,20,0,1,1
10369,2012-03-13,Semi,2012,Maret,03:00,0,Selasa,1,Hujan/Salju Ringan,21,25,72,20,0,2,2
10370,2012-03-13,Semi,2012,Maret,04:00,0,Selasa,1,Berkabut,19,23,82,13,0,1,1
10371,2012-03-13,Semi,2012,Maret,05:00,0,Selasa,1,Berkabut,19,23,82,13,0,24,24
10372,2012-03-13,Semi,2012,Maret,06:00,0,Selasa,1,Hujan/Salju Ringan,19,23,82,13,5,108,113
10373,2012-03-13,Semi,2012,Maret,07:00,0,Selasa,1,Berkabut,19,23,82,19,16,292,308
10374,2012-03-13,Semi,2012,Maret,08:00,0,Selasa,1,Cerah,19,23,82,19,22,571,593
10375,2012-03-13,Semi,2012,Maret,09:00,0,Selasa,1,Cerah,20,23,82,19,18,324,342
10376,2012-03-13,Semi,2012,Maret,10:00,0,Selasa,1,Cerah,21,25,77,15,28,115,143
10377,2012-03-13,Semi,2012,Maret,11:00,0,Selasa,1,Cerah,22,26,73,19,64,155,219
10378,2012-03-13,Semi,2012,Maret,12:00,0,Selasa,1,Cerah,25,30,60,19,47,197,244
10379,2012-03-13,Semi,2012,Maret,13:00,0,Selasa,1,Cerah,25,30,60,26,53,180,233
10380,2012-03-13,Semi,2012,Maret,14:00,0,Selasa,1,Cerah,26,31,53,22,52,160,212
10381,2012-03-13,Semi,2012,Maret,15:00,0,Selasa,1,Cerah,29,32,39,15,68,196,264
10382,2012-03-13,Semi,2012,Maret,16:00,0,Selasa,1,Cerah,30,33,34,26,53,312,365
10383,2012-03-13,Semi,2012,Maret,17:00,0,Selasa,1,Cerah,29,32,37,7,62,614,676
10384,2012-03-13,Semi,2012,Maret,18:00,0,Selasa,1,Cerah,29,32,34,20,96,638,734
10385,2012-03-13,Semi,2012,Maret,19:00,0,Selasa,1,Cerah,26,31,47,15,50,429,479
10386,2012-03-13,Semi,2012,Maret,20:00,0,Selasa,1,Cerah,25,31,49,11,45,306,351
10387,2012-03-13,Semi,2012,Maret,21:00,0,Selasa,1,Cerah,24,27,56,7,44,200,244
10388,2012-03-13,Semi,2012,Maret,22:00,0,Selasa,1,Cerah,23,27,60,6,24,146,170
10389,2012-03-13,Semi,2012,Maret,23:00,0,Selasa,1,Cerah,23,27,56,9,8,79,87
10390,2012-03-14,Semi,2012,Maret,00:00,0,Rabu,1,Cerah,22,26,60,7,5,34,39
10391,2012-03-14,Semi,2012,Maret,01:00,0,Rabu,1,Cerah,21,25,63,6,2,25,27
10392,2012-03-14,Semi,2012,Maret,02:00,0,Rabu,1,Cerah,20,24,68,13,0,2,2
10393,2012-03-14,Semi,2012,Maret,03:00,0,Rabu,1,Cerah,20,23,72,13,1,3,4
10394,2012-03-14,Semi,2012,Maret,04:00,0,Rabu,1,Cerah,20,23,67,6,1,4,5
10395,2012-03-14,Semi,2012,Maret,05:00,0,Rabu,1,Cerah,18,22,82,9,2,25,27
10396,2012-03-14,Semi,2012,Maret,06:00,0,Rabu,1,Cerah,18,22,82,6,1,120,121
10397,2012-03-14,Semi,2012,Maret,07:00,0,Rabu,1,Cerah,18,22,82,7,20,348,368
10398,2012-03-14,Semi,2012,Maret,08:00,0,Rabu,1,Cerah,18,22,82,0,34,628,662
10399,2012-03-14,Semi,2012,Maret,09:00,0,Rabu,1,Cerah,21,25,68,0,26,325,351
10400,2012-03-14,Semi,2012,Maret,10:00,0,Rabu,1,Cerah,23,27,56,7,38,150,188
10401,2012-03-14,Semi,2012,Maret,11:00,0,Rabu,1,Berkabut,25,31,41,11,65,155,220
10402,2012-03-14,Semi,2012,Maret,12:00,0,Rabu,1,Berkabut,26,31,29,0,55,212,267
10403,2012-03-14,Semi,2012,Maret,13:00,0,Rabu,1,Cerah,27,31,27,15,57,197,254
10404,2012-03-14,Semi,2012,Maret,14:00,0,Rabu,1,Cerah,29,32,23,22,61,163,224
10405,2012-03-14,Semi,2012,Maret,15:00,0,Rabu,1,Cerah,29,32,24,0,86,197,283
10406,2012-03-14,Semi,2012,Maret,16:00,0,Rabu,1,Cerah,30,32,25,13,78,278,356
10407,2012-03-14,Semi,2012,Maret,17:00,0,Rabu,1,Cerah,29,32,28,6,140,642,782
10408,2012-03-14,Semi,2012,Maret,18:00,0,Rabu,1,Cerah,29,32,32,0,102,647,749
10409,2012-03-14,Semi,2012,Maret,19:00,0,Rabu,1,Cerah,26,31,33,11,70,402,472
10410,2012-03-14,Semi,2012,Maret,20:00,0,Rabu,1,Cerah,25,31,35,7,44,286,330
10411,2012-03-14,Semi,2012,Maret,21:00,0,Rabu,1,Cerah,25,31,40,6,47,241,288
10412,2012-03-14,Semi,2012,Maret,22:00,0,Rabu,1,Cerah,21,25,55,9,43,159,202
10413,2012-03-14,Semi,2012,Maret,23:00,0,Rabu,1,Cerah,23,27,43,11,19,72,91
10414,2012-03-15,Semi,2012,Maret,00:00,0,Kamis,1,Cerah,22,26,49,9,14,46,60
10415,2012-03-15,Semi,2012,Maret,01:00,0,Kamis,1,Cerah,20,24,59,7,15,8,23
10416,2012-03-15,Semi,2012,Maret,02:00,0,Kamis,1,Cerah,20,24,59,0,14,5,19
10417,2012-03-15,Semi,2012,Maret,03:00,0,Kamis,1,Cerah,20,24,63,0,0,7,7
10418,2012-03-15,Semi,2012,Maret,04:00,0,Kamis,1,Cerah,18,22,77,7,11,3,14
10419,2012-03-15,Semi,2012,Maret,05:00,0,Kamis,1,Cerah,19,23,67,0,2,24,26
10420,2012-03-15,Semi,2012,Maret,06:00,0,Kamis,1,Cerah,18,22,72,6,4,113,117
10421,2012-03-15,Semi,2012,Maret,07:00,0,Kamis,1,Cerah,18,22,72,6,14,367,381
10422,2012-03-15,Semi,2012,Maret,08:00,0,Kamis,1,Cerah,18,22,77,7,21,602,623
10423,2012-03-15,Semi,2012,Maret,09:00,0,Kamis,1,Cerah,20,23,77,6,30,285,315
10424,2012-03-15,Semi,2012,Maret,10:00,0,Kamis,1,Cerah,21,25,68,7,34,130,164
10425,2012-03-15,Semi,2012,Maret,11:00,0,Kamis,1,Cerah,23,27,60,9,60,151,211
10426,2012-03-15,Semi,2012,Maret,12:00,0,Kamis,1,Berkabut,25,31,50,9,59,206,265
10427,2012-03-15,Semi,2012,Maret,13:00,0,Kamis,1,Berkabut,27,31,41,6,62,211,273
10428,2012-03-15,Semi,2012,Maret,14:00,0,Kamis,1,Berkabut,30,33,30,7,81,177,258
10429,2012-03-15,Semi,2012,Maret,15:00,0,Kamis,1,Cerah,30,33,32,15,100,187,287
10430,2012-03-15,Semi,2012,Maret,16:00,0,Kamis,1,Cerah,30,33,37,26,95,331,426
10431,2012-03-15,Semi,2012,Maret,17:00,0,Kamis,1,Cerah,29,32,39,17,79,634,713
10432,2012-03-15,Semi,2012,Maret,18:00,0,Kamis,1,Cerah,27,31,44,19,98,648,746
10433,2012-03-15,Semi,2012,Maret,19:00,0,Kamis,1,Berkabut,26,31,50,13,72,353,425
10434,2012-03-15,Semi,2012,Maret,20:00,0,Kamis,1,Berkabut,24,27,60,24,60,270,330
10435,2012-03-15,Semi,2012,Maret,21:00,0,Kamis,1,Cerah,22,26,68,19,36,207,243
10436,2012-03-15,Semi,2012,Maret,22:00,0,Kamis,1,Cerah,21,25,68,9,32,137,169
10437,2012-03-15,Semi,2012,Maret,23:00,0,Kamis,1,Cerah,20,23,72,13,12,85,97
10438,2012-03-16,Semi,2012,Maret,00:00,0,Jumat,1,Cerah,18,22,77,17,8,49,57
10439,2012-03-16,Semi,2012,Maret,01:00,0,Jumat,1,Berkabut,17,21,82,22,4,22,26
10440,2012-03-16,Semi,2012,Maret,02:00,0,Jumat,1,Berkabut,17,21,82,13,0,4,4
10441,2012-03-16,Semi,2012,Maret,03:00,0,Jumat,1,Berkabut,16,20,87,19,0,3,3
10442,2012-03-16,Semi,2012,Maret,04:00,0,Jumat,1,Berkabut,16,20,87,17,0,3,3
10443,2012-03-16,Semi,2012,Maret,05:00,0,Jumat,1,Berkabut,16,20,87,15,2,30,32
10444,2012-03-16,Semi,2012,Maret,06:00,0,Jumat,1,Berkabut,16,20,87,11,3,96,99
10445,2012-03-16,Semi,2012,Maret,07:00,0,Jumat,1,Berkabut,16,20,87,13,13,265,278
10446,2012-03-16,Semi,2012,Maret,08:00,0,Jumat,1,Berkabut,16,20,87,15,28,534,562
10447,2012-03-16,Semi,2012,Maret,09:00,0,Jumat,1,Berkabut,17,21,82,0,35,277,312
10448,2012-03-16,Semi,2012,Maret,10:00,0,Jumat,1,Berkabut,16,20,87,6,44,136,180
10449,2012-03-16,Semi,2012,Maret,11:00,0,Jumat,1,Berkabut,18,22,77,0,40,167,207
10450,2012-03-16,Semi,2012,Maret,12:00,0,Jumat,1,Berkabut,18,22,82,9,72,222,294
10451,2012-03-16,Semi,2012,Maret,13:00,0,Jumat,1,Berkabut,19,23,77,6,52,208,260
10452,2012-03-16,Semi,2012,Maret,14:00,0,Jumat,1,Berkabut,20,23,72,0,56,146,202
10453,2012-03-16,Semi,2012,Maret,15:00,0,Jumat,1,Hujan/Salju Ringan,19,23,82,7,19,88,107
10454,2012-03-16,Semi,2012,Maret,16:00,0,Jumat,1,Hujan/Salju Ringan,20,23,77,0,18,111,129
10455,2012-03-16,Semi,2012,Maret,17:00,0,Jumat,1,Hujan/Salju Ringan,20,23,82,6,23,235,258
10456,2012-03-16,Semi,2012,Maret,18:00,0,Jumat,1,Hujan/Salju Ringan,20,23,82,6,31,377,408
10457,2012-03-16,Semi,2012,Maret,19:00,0,Jumat,1,Berkabut,19,23,88,0,23,273,296
10458,2012-03-16,Semi,2012,Maret,20:00,0,Jumat,1,Cerah,19,23,88,0,31,204,235
10459,2012-03-16,Semi,2012,Maret,21:00,0,Jumat,1,Berkabut,18,22,94,0,8,144,152
10460,2012-03-16,Semi,2012,Maret,22:00,0,Jumat,1,Berkabut,18,22,94,0,16,132,148
10461,2012-03-16,Semi,2012,Maret,23:00,0,Jumat,1,Berkabut,18,22,94,0,22,104,126
10462,2012-03-17,Semi,2012,Maret,00:00,0,Sabtu,0,Berkabut,18,22,94,6,13,87,100
10463,2012-03-17,Semi,2012,Maret,01:00,0,Sabtu,0,Berkabut,18,22,94,0,12,57,69
10464,2012-03-17,Semi,2012,Maret,02:00,0,Sabtu,0,Berkabut,18,22,88,0,10,32,42
10465,2012-03-17,Semi,2012,Maret,03:00,0,Sabtu,0,Berkabut,18,22,88,0,2,24,26
10466,2012-03-17,Semi,2012,Maret,04:00,0,Sabtu,0,Berkabut,17,21,94,0,0,2,2
10467,2012-03-17,Semi,2012,Maret,05:00,0,Sabtu,0,Berkabut,17,21,94,6,5,3,8
10468,2012-03-17,Semi,2012,Maret,06:00,0,Sabtu,0,Berkabut,17,21,94,13,1,29,30
10469,2012-03-17,Semi,2012,Maret,07:00,0,Sabtu,0,Berkabut,16,20,100,9,29,57,86
10470,2012-03-17,Semi,2012,Maret,08:00,0,Sabtu,0,Berkabut,17,21,94,7,63,155,218
10471,2012-03-17,Semi,2012,Maret,09:00,0,Sabtu,0,Berkabut,18,22,88,6,104,217,321
10472,2012-03-17,Semi,2012,Maret,10:00,0,Sabtu,0,Berkabut,20,24,77,6,140,303,443
10473,2012-03-17,Semi,2012,Maret,11:00,0,Sabtu,0,Berkabut,21,25,77,9,226,359,585
10474,2012-03-17,Semi,2012,Maret,12:00,0,Sabtu,0,Cerah,23,27,68,11,286,365,651
10475,2012-03-17,Semi,2012,Maret,13:00,0,Sabtu,0,Cerah,25,30,60,7,286,400,686
10476,2012-03-17,Semi,2012,Maret,14:00,0,Sabtu,0,Cerah,25,31,53,6,352,338,690
10477,2012-03-17,Semi,2012,Maret,15:00,0,Sabtu,0,Cerah,26,31,53,9,357,322,679
10478,2012-03-17,Semi,2012,Maret,16:00,0,Sabtu,0,Cerah,26,31,50,0,367,318,685
10479,2012-03-17,Semi,2012,Maret,17:00,0,Sabtu,0,Cerah,26,31,50,9,291,357,648
10480,2012-03-17,Semi,2012,Maret,18:00,0,Sabtu,0,Cerah,25,31,57,20,221,339,560
10481,2012-03-17,Semi,2012,Maret,19:00,0,Sabtu,0,Cerah,24,27,64,19,155,262,417
10482,2012-03-17,Semi,2012,Maret,20:00,0,Sabtu,0,Cerah,23,27,64,13,89,182,271
10483,2012-03-17,Semi,2012,Maret,21:00,0,Sabtu,0,Cerah,22,26,68,11,54,169,223
10484,2012-03-17,Semi,2012,Maret,22:00,0,Sabtu,0,Cerah,22,26,68,0,58,153,211
10485,2012-03-17,Semi,2012,Maret,23:00,0,Sabtu,0,Cerah,20,24,77,11,34,151,185
10486,2012-03-18,Semi,2012,Maret,00:00,0,Minggu,0,Cerah,19,23,88,13,27,80,107
10487,2012-03-18,Semi,2012,Maret,01:00,0,Minggu,0,Cerah,19,23,82,9,25,88,113
10488,2012-03-18,Semi,2012,Maret,02:00,0,Minggu,0,Berkabut,19,23,82,7,15,41,56
10489,2012-03-18,Semi,2012,Maret,03:00,0,Minggu,0,Berkabut,18,22,88,9,3,15,18
10490,2012-03-18,Semi,2012,Maret,04:00,0,Minggu,0,Berkabut,17,21,94,11,6,8,14
10491,2012-03-18,Semi,2012,Maret,05:00,0,Minggu,0,Berkabut,16,20,94,7,0,6,6
10492,2012-03-18,Semi,2012,Maret,06:00,0,Minggu,0,Berkabut,16,20,94,7,2,9,11
10493,2012-03-18,Semi,2012,Maret,07:00,0,Minggu,0,Hujan/Salju Ringan,17,21,88,11,17,25,42
10494,2012-03-18,Semi,2012,Maret,08:00,0,Minggu,0,Berkabut,17,21,88,7,25,71,96
10495,2012-03-18,Semi,2012,Maret,09:00,0,Minggu,0,Berkabut,17,21,88,6,65,113,178
10496,2012-03-18,Semi,2012,Maret,10:00,0,Minggu,0,Berkabut,17,21,88,7,139,212,351
10497,2012-03-18,Semi,2012,Maret,11:00,0,Minggu,0,Berkabut,18,22,82,11,129,239,368
10498,2012-03-18,Semi,2012,Maret,12:00,0,Minggu,0,Berkabut,18,22,88,9,222,281,503
10499,2012-03-18,Semi,2012,Maret,13:00,0,Minggu,0,Berkabut,19,23,82,11,198,346,544
10500,2012-03-18,Semi,2012,Maret,14:00,0,Minggu,0,Berkabut,20,24,77,6,218,303,521
10501,2012-03-18,Semi,2012,Maret,15:00,0,Minggu,0,Cerah,22,26,68,6,240,314,554
10502,2012-03-18,Semi,2012,Maret,16:00,0,Minggu,0,Cerah,22,26,73,6,229,312,541
10503,2012-03-18,Semi,2012,Maret,17:00,0,Minggu,0,Cerah,23,27,64,6,233,308,541
10504,2012-03-18,Semi,2012,Maret,18:00,0,Minggu,0,Cerah,23,27,64,11,165,294,459
10505,2012-03-18,Semi,2012,Maret,19:00,0,Minggu,0,Cerah,23,27,64,11,118,234,352
10506,2012-03-18,Semi,2012,Maret,20:00,0,Minggu,0,Cerah,21,25,77,9,59,139,198
10507,2012-03-18,Semi,2012,Maret,21:00,0,Minggu,0,Cerah,21,25,72,6,44,129,173
10508,2012-03-18,Semi,2012,Maret,22:00,0,Minggu,0,Cerah,20,24,77,7,21,79,100
10509,2012-03-18,Semi,2012,Maret,23:00,0,Minggu,0,Cerah,20,23,82,11,7,39,46
10510,2012-03-19,Semi,2012,Maret,00:00,0,Senin,1,Cerah,20,23,82,7,4,19,23
